source_id,date_raw,date_parsed,time,location,country,description,references
Magonia_1,7/1868,1868-07,,"Copiago, Chile",Chile,"A strange ""aerial construction"" bearing lights and making engine noises flew low over this town. Local people also described it as a giant bird covered with large scales producing a metallic noise. Although not an actual landing, this is the first instance of close observation of an unknown object at low altitude in the nineteenth century.",Fort 638; Anatomy 11 (Vallee)
Magonia_2,12/7/1872,1872-12-07,0100 hours,"Banbury, Great Britain",United Kingdom,"At King's Sutton an object resembling a haystack flew on an irregular course. Sometimes high, sometimes very low it was accompanied by fire and dense smoke. It produced the same effect as a tornado, felling trees and walls. It suddenly vanished.",Fort 189 (Vallee)
Magonia_3,1880,1880,,"Aldershot, Great Britain",United Kingdom,"A strange being dressed in tight-fitting clothes and shining helmet soared over the heads of two sentries, who fired without result. The apparition stunned them with something described as ""blue fire.""","FSR 61, 3; Magonia (Vallee)"
Magonia_4,5/15/1879,1879-05-15,2140,Persian Gulf,Persian Gulf,"Two very large ""wheels"" were seen spinning in the air and slowly coming to the surface of the sea. Estimated diameter: 40 m. Distance between the objects: 150 m. Speed: 80 km/h/ Duration: 35 min. Witnesses aboard the ship ""Vultur""",Round up 17; Anatomy 12 (Vallee)
Magonia_5,1880,1880,,Eastern Venezuela,,"A 14-year-old boy saw a luminous ball descending from the sky and hovering near him. He felt somehow ""drawn"" to it, but succeeded in backing away in spite of his terror.",Lor. III 2O6 (Vallee)
Magonia_6,3/26/1880,1880-03-26,evening,"Lamy, New Mexico",United States,"Four men walking near Galisteo Junction were surprised as they heard voices coming from a ""strange balloon,"" which flew over them. It was shaped like a fish and seemed to be guided by a large fanlike device. There were eight to ten figures aboard. Their language was not understood. The object flew low over Galisteo Junction and rose rapidly toward the east.","FSR 65, 3 (Vallee)"
Magonia_7,6/11/1881,1881-06-11,0400,"Between Melbourne and Sydney at sea, Australia",Australia,"The two sons of the Prince of Wales, one of them the future king of England, were cruising aboard ""La Bacchante"" when an object resembling a fully lighted ship was seen (""a phantom vessel all aglow"").",Fort 637; Anatomy 12 (Vallee)
Magonia_8,11/2/1885,1885-11-02,dawn,"Scutari, Turkey",Turkey,"A luminous object circled the harbor. Altitude: 5-6 m. Illuminated the whole town. Duration: 1 1/2 min, as a bluish-green flame. Then plunged into the sea. Made several circles above the ferry-boat pier.",LDLN 48; Anatomy 14 (Vallee)
Magonia_9,11/12/1887,1887-11-12,2400,"Cape Race, Atlantic Ocean",Atlantic Ocean,"A huge sphere of fire was observed rising out of the ocean by witnesses aboard the ""Siberian."" It rose to an altitude of 16 m, flew against the wind, and came close to the ship, then ""dashed oft"" toward the southeast. Duration: 5 min.",LDLN 48; Anatomy 14 (Vallee)
Magonia_10,1896,1896,,"Arolla, near Zermatt, Swiss Alps",,"Author Aleister Crowley was walking in the mountains when he suddenly saw two little men. He made a gesture to them, but they did not seem to pay attention and disappeared among the rocks.","Magic Without Tears, by A. Crowley (Vallee)"
Magonia_11,3/26/1897,1897-03-26,night,"Sioux City, Iowa",United States,Approximate date. Robert Hibbard was caught by an anchor dropped from an unknown flying machine 22 km north of the town. He was dragged over 10 m and fell as his clothes were torn.,"FSR 66, 4 (Vallee)"
Magonia_12,3/28/1897,1897-03-28,2230,"Omaha, Nebraska",United States,"The majority of the population observed an object arriving from the southeast. It looked like a huge light, flew northwestward slowly, came to low altitude. A crowd gathered at a street corner to watch it.",185 (Vallee)
Magonia_13,4/1/1897,1897-04-01,2100,"Everest, Kansas",United States,"The whole town saw an object fly under the cloud ceiling. It came down slowly, then flew away very fast to the southeast. When directly over the town it swept the ground with its powerful light. It was seen to rise up at fantastic speed until barely discernible, then to come down again and sweep low over the witnesses. At one point it remained stationary for 5 min at the edge of a low cloud, which it illuminated. All could clearly see the silhouette of the craft.","FSR 66, 4 (Vallee)"
Magonia_14,4/12/1897,1897-04-12,1430,"Nilwood, Illinois",United States,"On the property of Z. Thacker, 19 km north of Carlinville, an unknown object landed. Before the three witnesses could reach it, the craft, which was shaped like a cigar with a dome, rose slowly and left majestically toward the north. Witnesses: Edward Teeples, William Street and Franklin Metcalf.",186; Anatomy 12 (Vallee)
Magonia_15,4/12/1897,1897-04-12,1800,"Girard, near Green Ridge, Illinois",United States,"A large crowd of miners saw an unknown object land 3 km north of Green Ridge and 4 km south of Girard. The night operator of the Chicago-and-Alton Railroad, Paul McCramer, stated that he came sufficiently close to the craft to see a man emerge from it to repair the machinery. Traces were found over a large area. The object itself was elongated like a ship with a roof and a double canopy. It left toward the north.","186,187 (Vallee)"
Magonia_16,4/14/1897,1897-04-14,1500,"Gas City, Indiana",United States,"An object landed 2 km south of Gas City on the property of John Roush, terrifying the farmers and causing the horses and cattle to stampede. Six occupants of the ship came out and seemed to make some repairs. Before the crowd could approach the object, it rose rapidly and flew toward the east.",188 (Vallee)
Magonia_17,4/14/1897,1897-04-14,,"Cleveland, Ohio",United States,"Joseph Singler, captain of the ""Sea Wing,"" was fishing with S. H. Davis, of Detroit, when they saw on the lake what they thought was a ship, about 13 m long, with a canopy. A man, about 25 years old, wearing a hunting jacket and a cap, was fishing from the deck of the object. Near him were a woman and a 10-year old child. When the ""Sea Wing"" came close to the craft, a large, colored balloon rose from the object, which flew up with it to an altitude of about 150 m and circled ""like a hawk"" before flying away.",189 (Vallee)
Magonia_18,4/15/1897,1897-04-15,morning,"Linn Grove, Iowa",United States,"A large object was seen to fly slowly toward the north. It seemed ready to land and five men (F. G. Ellis, James Evans, David Evans, Joe Croaskey, Benjamin Buland) drove toward it. About 7 km north of Linn Grove, they found the craft on the ground, came within 700 m of it but it ""spread its four giant wings and rose towards the North."" Two strange figures aboard the craft made efforts to conceal themselves. Witnesses were surprised at the length of their hair. Most residents of Linn Grove saw the craft in flight.",190 (Vallee)
Magonia_19,4/15/1897,1897-04-15,nightfall,"Howard-Artesian, South Dakota",United States,"A flying object coming closer and closer to the ground followed a train, as reported by the engineer, Joe Wright","FSR 66,4 (Vallee)"
Magonia_20,4/15/1897,1897-04-15,2100,"Perry Springs, Missouri",United States,"A passenger train on the Wabash line, going toward Quincy, was followed by a low-flying object for 15 min between Perry Springs and Hersman. All the passengers saw the craft, which had a red and white light. After Hersman it flew ahead of the train and disappeared rapidly, although the train was then running at 65 km/h.",190 (Vallee)
Magonia_21,4/15/1897,1897-04-15,,"Springfield, Illinois",United States,"Two farm workers, Adolph Winkle and John Hulle, saw a strange craft in a field. They had a discussion with its occupants, a woman and two men, and were told the ship-had flown from Quincy to Springfield in 30 min and that the crew. was making electrical repairs.","FSR 65,1 (Vallee)"
Magonia_22,4/16/1897,1897-04-16,,"Downs Township, Illinois",United States,"Approximate date. While working in his field, Haney Savidge saw an aerial craft land near him. Six people emerged from it and spoke to him for a few minutes before leaving again.",191 (Vallee)
Magonia_23,4/17/1897,1897-04-17,morning,"Williamston, Michigan",United States,"At least a dozen farmers saw an object maneuver in the sky for an hour before it landed. A strange man near 3 m tall, almost naked and suffering from the heat, was the pilot of the craft. ""His talk, while musical, seemed to be a repetition of bellowings."" One farmer went near him and received a blow that broke his hip.",196 (Vallee)
Magonia_24,4/19/1897,1897-04-19,2230,"Leroy, Kansas",United States,"Alexander Hamilton was awakened by a noise among the cattle and went out with his son and his tenant. They saw an elongated cigarshaped object, about 100 m long with a transparent cabin underneath showing narrow reddish bands, hovering 10 m above ground. They approached within 50 m of it. It was illuminated and equipped with a searchlight. Inside it were ""six of the strangest beings"" the witness had seen, also described as ""hideous."" They spoke a language no witness could understand. A cow was dragged away by the object with the help of a strong red cable; it was found butchered in a field the next day.",Anatomy 16; Magonia (Vallee)
Magonia_25,4/20/1897,1897-04-20,1800,"Homan, Arkansas",United States,"Capt. James Hooton was hunting in the vicinity of Homan when he heard the noise of a steam engine and found an object in a clearing. It looked like a cylinder with pointed ends, lateral wheels, and horizontal blade over it. Hooton spoke with a man who wore dark glasses and walked behind the craft. There were three or four occupants. The witness was told this was indeed ""The Airship"" and that it used compressed air for propulsion. Hooton saw the wheels spin as the craft rose and flew away.","FSR 66, 4; Magonia (Vallee)"
Magonia_26,4/22/1897,1897-04-22,,"Rockland, Texas",United States,"John M. Barclay was intrigued when his dog barked furiously and a high-pitched noise was heard. He went out, saw a flying object circling 5 m above ground. Elongated with protrusions and blinding lights, it went dark when it landed. Barclay was met by a man who told him his purpose was peaceful and requested some common hardware items to repair the craft. He paid with a ten-dollar bill and took off ""like a bullet out of a gun.""",192; Magonia (Vallee)
Magonia_27,4/22/1897,1897-04-22,2400,"Josserand, Texas",United States,"Frank Nichols, who lived 3 km east of Josserand and was one of its most respected citizens, was awakened by a machine noise. Looking outside, he saw a heavy, lighted object land in his wheat field. He walked toward it, was stopped by two men who asked permission to draw water from his well. He then had a discussion with a half-dozen men, the crew of the strange machine. He was told how it worked but could not follow the explanation.",193; Magonia (Vallee)
Magonia_28,4/23/1897,1897-04-23,,"McKinney Bayou, Arkansas",United States,"Judge Lawrence A. Byrne of Texarkana, Arkansas, was surveying a tract of land when he saw a peculiar object anchored on the ground. ""It was manned by three men who spoke a foreign language, but judging from their looks one would take them to be Japanese.""","Farish, in Allende Letters - Award Special, 1968 (Vallee)"
Magonia_29,4/25/1897,1897-04-25,evening,"Merkel, Texas",United States,"People returning from church observed a heavy object being dragged along the ground by a rope attached to a flying craft. The rope got caught in a railroad track. The craft was too high for its structure to be visible but protrusions and a light could be distinguished. After about 10 min a man came down along the rope cut the end free, and went back aboard the craft, which flew away toward the northeast. The man was small and dressed in a lightblue uniform.",194; Magonia (Vallee)
Magonia_30,4/26/1897,1897-04-26,,"Aquila-Hillsboro, Texas",United States,"Approximate date. A lawyer was surprised to see a lighted object fly over. His horse was scared and nearly toppled the carriage. When the main light was turned off, a number of smaller lights became visible on the underside of the dark object, which supported an elongated canopy. It went down toward a hill to the south, 5 km from Aquila. When the witness was on his way back one hour later he saw the object rising. It reached the altitude of the cloud ceiling and flew to the northeast at a fantastic speed with periodic flashes of light.",195 (Vallee)
Magonia_31,5/6/1897,1897-05-06,,"Hot Springs, Arkansas",United States,"Two policemen, Sumpter and McLenore, were riding northwest of Hot Springs when they saw a bright light in the sky. About 7 km farther they saw the light again coming down to the ground. One km farther the horses refused to walk. Two men were seen carrying lights. The lawmen took their rifles, called the strangers, and were told that they crossed the country with a flying craft. The silhouette of the machine, about 2O m long, could be seen in the clearing. There was a woman with an umbrella nearby. It was raining, and the younger of the men was filling a large container with water. The elder man had a beard and suggested that the policemen fly with them ""to a place where it does not rain."" The same witness went back through the same spot 40 min later and found nothing.","FSR 66, 4; Magonia (Vallee)"
Magonia_32,10/28/1902,1902-10-28,0305,Gulf of Guinea,,"Three persons aboard the ""Fort Salisbury,"" including Second Officer A. H. Raymer, saw a huge, dark object bearing lights in the sea ahead. It was observed sinking slowly. Estimated length: 200 m.",Fort 641; Anatomy 20 (Vallee)
Magonia_33,1904,1904,,"Rolling Prairie, Indiana",United States,"Tom Darby, with his brother and mother, saw two whitish-blue objects about 400 m away, from a point situated 3 km north of Rolling Prairie. The objects hovered 2 or 3 m above ground, flew toward a barn, came closer to each other, and were hidden from view by a hill.",Hartle 164 (Vallee)
Magonia_34,1908,1908,,Coast of Delaware,,"The English ship ""Mohican,"" piloted by Capt. Urghart, was going to Philadelphia when it was surrounded by a thick, luminous cloud which ""magnetized"" everything on board. The compass was observed to swing wildly. When seamen tried to move some chains on the bridge, they found that they were glued to the metal floor. Suddenly the cloud rose and was seen above the sea for some time.",197 (Vallee)
Magonia_35,6/30/1908,1908-06-30,,"Podkamennaia Toungouska, USSR",,"Unexplained explosion in the taiga, equivalent to a thermonuclear blast, sometimes interpreted as the crash of an interstellar vehicle.",Anatomy 18; Challenge 99 (Vallee)
Magonia_36,5/18/1909,1909-05-18,2300,"Caerphilly, Wales",United Kingdom,Mr. Lethbridge was walking along a road near the mountains when he saw on the grass a large tubelike machine. Aboard were two men wearing furs and talking excitedly in a language the witness could not understand. The grass was found depressed at the site after the object had flown off.,198; Anatomy 21 (Vallee)
Magonia_37,6/16/1909,1909-06-16,0410,"Donghoi, Annam",,"An elongated object following a west to east trajectory flew over the town. It gave off a strong light and was seen by two fishermen to plunge into the sea 6 km away from the coast, after a steady flight of about 9 min.",Anatomy 21 (Vallee)
Magonia_38,1/1910,1910-01,2300,"Invercargill, New Zealand",New Zealand,"Several witnesses among them the vicar, the Mayor, and a policeman -saw a cigar-shaped object hovering at 30 m altitude. A man appeared at a lateral door and was heard shouting some words in an unknown language. The opening closed, and the object accelerated and was lost to sight.",Stuart 24 (Vallee)
Magonia_39,6/1914,1914-06,0400,"Hamburg, Germany",Germany,"Gustav Herwagen opened the door of his house and saw in a field a shining cigarshaped object with illuminated windows. Near it were four or five dwarfs 1.20 m tall, clad in light clothing. He approached them, but they went aboard the object as soon as they appeared to be aware of his presence. A door closed, and the craft took off silently, climbing vertically.","Nachrichten April, 62 (Vallee)"
Magonia_40,8/1914,1914-08,,"Georgian Bay, Canada",Canada,"William J. Kiehl and seven other persons saw a spherical craft on the surface of the water. On its deck were two small men wearing green-purple clothes. They seemed to be busy with a hose, plunging it into the water. On the opposite side were three men dressed in light brown, wearing square masks down to their shoulders. Seeing the witnesses, they reentered the craft except for one dwarf, wearing shoes with a curved, pointed tip, who remained outside while the craft rose 3 m above the water and shot upward, leaving a short trail.",199 (Vallee)
Magonia_41,8/21/1915,1915-08-21,,"Gallipoli, Turkey",Turkey,"During severe fighting in the Dardanelles a peculiar cloud engulfed a British regiment which was never seen again. This was observed by 22 men of the First Field Company, NZ Army Corps and stated in an affidavit.",Spaceview 45; LDLN 82; Magonia (Vallee)
Magonia_42,10/1917,1917-10,,"Youngstown, Pennsylvania",United States,"John Boback, 17, was walking along the railroad tracks between Youngstown and Mt. Braddock when he saw a saucer-shaped object with a platform and rows of lights, sitting in a field 30 m to his left. He watched the object for 1-2 min until it took off with a high-pitched sound, rising gradually like a slow plane. Its size was that of an average car. The top of the object was a dome with elongated windows through which figures could be seen.",Hartle 157 (Vallee)
Magonia_43,1921,1921,,"Marseilles, France",France,"Undocumented report of an ""abduction"" by two beings.",Quincy (Vallee)
Magonia_44,2/22/1922,1922-02-22,0500,"Hubbell, Nebraska",United States,"William C. Lamb was following strange tracks when he heard a high-pitched sound and saw a circular object intercepting starlight. It became brilliantly lighted and landed in a hollow. Soon afterword, a creature over 2.4 m tall was seen flying from the direction where the object had landed. It left tracks in the snow, which Lamb followed without results.",Anatomy 22 (Vallee)
Magonia_45,9/9/1922,1922-09-09,,"Barmouth, Wales",United Kingdom,"John Morris and William James saw an object fall into the ocean so slowly that it was thought to be a plane. A boat was sent out, but nothing was found.",Fort 639 (Vallee)
Magonia_46,6/12/1929,1929-06-12,2300,"Fermeneuve, Canada",Canada,"Levis Brosseau, 2O was returning home when he saw a dark object with a yellow light and his horse became very nervous. Within 6 m of the object four or five dwarfish figures were running back and forth. He heard their pointed, childlike voices, then saw the dark object take off with a machinelike sound and a rush of air. Estimated size of object: 15 m diameter, 5 m high.","GEPA Dec., 68 (Vallee)"
Magonia_47,7/1929,1929-07,,"Robsart, Canada",Canada,"Five persons among them Einar Rostivold, saw a huge ball of light giving off fiery colors, 25 km from Robsart. It landed slowly, vanished gradually after illuminating the whole countryside for 30 min.","Fate Jan., 58 (Vallee)"
Magonia_48,Summer 1933,1933,Morning,"Cherryville, Pennsylvania",United States,"A man observed a faint violet light in a field between this town and Morrestown. Walking to it, he found an ovoid object 3 m in diameter and 2 m thick with a circular opening similar to a vault door. Pushing it, he found the room full of violet light and observed many instruments, no occupant. Smell of ammonia.","APRO Jul., 64 (Vallee)"
Magonia_49,Fall 1938,1938,,"Juminda, Estonian coast",,"(Or following year.) Two persons saw a strange ""frog-man"" 1 m tall with a round head, no neck, and a hump in front of the body. The mouth was a large, straight slit, the eyes were like smaller slits. The skin was brown-green, compared to pegamoid, hands normal. The creature walked in a peculiar ""but elegant"" fashion, the head waving up and down while the legs moved ""carefully."" When pursued, the creature accelerated very fast, with feet ""fluttering."" About 100 m away it vanished completely'.",Personal (Vallee)
Magonia_50,9/1943,1943-09,0400,"Oncativo, Argentina",Argentina,"Navarro Ocampo, driving between Rosario and Cordoba, saw a large, saucer-shaped object on the ground 500 m to the left of the road. It glowed with a bluish-green light, made a whistling sound, rose to 100 m altitude, then left at fantastic speed. A strange metal block is said to have been found at the spot.","GEPA Dec., 68 (Vallee)"
Magonia_51,End of 8/1944,End of 8/1944,,"Mattoon, Illinois",United States,"A mysterious man appeared at windows, as if in search of someone. He stunned witnesses by pointing at them a device that ""made consciousness dissolve"" and left a strange cloying smell behind","FSR 61, 3; Magonia (Vallee)"
Magonia_52,1945,1945,,"Habbebishopsheim, Germany",Germany,"An American soldier saw a disk-shaped object come down rapidly, oscillate, and land. The site could not be found in the dark. The event took place 35 km northwest of the town.",Atic (Vallee)
Magonia_53,3/1945,1945-03,,"Belfast, Maine",United States,"A man out hunting observed an elongated object flying very slowly, tilted toward the earth. It crashed into some trees at the end of a clearing. The enormous craft seemed undamaged as it rested briefly on the ground, then lifted again with a humming sound, started to spin, released a shower of fine silvery threads, and rose straight up, disappearing in seconds.","FS May., 59 (Vallee)"
Magonia_54,3/1945,1945-03,,Aleutian Islands,,"Aboard the US attack transport ""Delarof,"" 14 sailors saw a dark sphere rise out of the ocean, follow a curved trajectory, and fly away after circling their ship.",Evidence 30 (Vallee)
Magonia_55,6/10/1947,1947-06-10,2300,"Douglas, Arizona",United States,Coral Lorenzen saw a light rise from the ground in Mexican territory. It took a definite spherical shape and vanished in less than ten seconds among the stars.,Lor. I 4 (Vallee)
Magonia_56,6/21/1947,1947-06-21,,"Maury Island, near Tacoma, Washington",United States,"Harold A. Dahl and others allegedly saw six tire-shaped objects, 30 m in diameter, metallic with dark openings, over Puget Sound. One of the objects exploded, showering the witnesses with metal. Officially regarded as hoax.",Ruppelt (Vallee)
Magonia_57,6/21/1947,1947-06-21,1150,"Spokane, Washington",United States,"Eight disk-shaped objects the size of a house, were seen flying at 1000 km/h. A civilian woman stated that the objects fell with a deadleaf motion and landed before ten witnesses on the shore of the Saint Joe River, in Idaho.",Atic (Vallee)
Magonia_58,6/17/1947,1947-06-17,1030,"Bisbee, Arizona",United States,"John A. Petsche, electrical worker and another witness independently saw a disk-shaped object, which seemed to land near Tintown.",Lor. I 6 (Vallee)
Magonia_59,6/30/1947,1947-06-30,0910,"Grand Canyon, near Williams Field, Arizona",United States,"A Navy lieutenant was flying at 9000 m toward the south when he saw two circular objects diving at ""unconceivable"" speed. They were gray, about 3 m in diameter, and appeared to land 40 km south of the Grand Canyon.",Atic (Vallee)
Magonia_60,7/8/1947,1947-07-08,1200,"Muroc Air Field, California",United States,"An Air Force major observed a metallic object, reflecting sunlight oscillate, go down to ground level, and rise again. Simultaneously it was observed by a captain in Rodgers Dry Lake.",Atic (Vallee)
Magonia_61,7/23/1947,1947-07-23,,"Bauru, near Pitanga, Brazil",Brazil,"A group of survey workers ran away as they heard a hissing noise and saw a disk land 50 m away. Jose C. Higgins saw two figures through, a window. Later three beings in shiny clothes and translucent suits, with oversized bald heads, huge round eyes, no eyelashes or eyebrows, and a metal box on their back, emerged from the craft. They were over 2 m. tall. They drew the solar system and pointed to Uranus as if to suggest that was their point of origin.","Round-up 163; FSR 61, 6 (Vallee)"
Magonia_62,8/13/1947,1947-08-13,1300,"Twin Falls, Smoke River Canyon, Idaho",United States,"Two boys and their father saw a sky-blue object 100 m away and 25 m above ground. Treetops under it were spinning wildly, although the object itself did not spin. It made a swishing sound. Shape: inverted plate, 7 m diameter and 3.5 m thick. There was a red flame on one side of the top.",Atic (Vallee)
Magonia_63,8/14/1947,1947-08-14,0900,"Raveo, Italy",Italy,"R. L. Johannis saw a disk on the ground and two dwarfs less than 1 m tall, wearing dark blue coveralls with red collars and belts. They had oversized heads, greenish faces, huge, salient dark eyes without eyelashes or eyebrows, but surrounded by a ringlike muscle. They wore something similar to crash helmets. The center of their belts projected a ""vapor,"" and the witness suffocated, feeling a strong electrical discharge. The creature had greenish hands with eight talonlike fingers.","Humanoids 2; Magonia; FRS 67, 1 (Vallee)"
Magonia_64,1948,1948,,"Swastika, Canada",Canada,"Mr. Galbraith twice saw an object land. The first time, it was a disk-shaped craft with a humanoid figure-the second time, cigar shape with three figures.",Quincy (Vallee)
Magonia_65,7/29/1948,1948-07-29,,"Indianapolis, Indiana",United States,An object swept over a road at 10 m altitude.,Atic (Vallee)
Magonia_66,8/11/1948,1948-08-11,1200,"Hamel, Minnesota",United States,"Two boys were playing outside when a round dull gray object 70 cm in diameter, 30 cm thick, landed near them like a balloon with a metallic noise. It spun, went up, hovered, maneuvered to avoid Phone lines and trees, and flew away to the northeast. An FBI man from St. Paul found an area 70 cm in diameter where the ground showed signs of extreme pressure.",Atic (Vallee)
Magonia_67,8/29/1948,1948-08-29,0503,"Maplewood, Ohio",United States,"A farmer observed a silvery sphere of large dimension rise from a wooded area and hover above his farm, dropping a silvery substance that disintegrated before touching the ground.",Atic (Vallee)
Magonia_68,2/1949,1949-02,1630,"Pucusana, Peru",Peru,"C. A. V. an oil company employee, 30, was driving to Lima when he saw a shiny disk at ground level. He walked toward it for 10 min. Three figures came out as he was 20 m away. They looked like mummies, had joined legs and one large foot. They ""slid"" along the ground. They were covered with a strange ""towely"" skin, asked the witness where they were, had a lengthy discussion with him, and took him for a trip in their craft.",Lor. III 122 (Vallee)
Magonia_69,2/17/1949,1949-02-17,night,"France, exact location unknown",,"Alain Berard saw a large, bright object land near his farm with a green lightning flash. It became dark. As he approached the craft, the witness saw three figures with stocky short legs, apparently without heads. Frightened, he fired at them three times. A moment later the object took off vertically.","Oltre il Cielo, Vol. I (Vallee)"
Magonia_70,8/19/1949,1949-08-19,,"Death Valley, California",United States,Two prospectors are said to have observed a disk-shaped object land. Two dwarfs emerged but were lost in the sand dunes when pursued. The object disappeared.,Humanoids 52 (Vallee)
Magonia_71,Fall 1949,1949,,"Tulsa, Oklahoma",United States,"Don Bushnell, plant superintendent with Southwestern Porcelain Steel Corp., saw an object fall in front of his car as his radio was blocked. He applied the brakes; object vanished.",KeyhoeS (Vallee)
Magonia_72,1/29/1950,1950-01-29,,"South Table Mountain, Colorado",United States,"Mr. Quintana of Denver saw a silvery-green ovoid object hovering about 15 m above a slope and landing slowly in a small ravine. Then it shot upward at very high speed. Its diameter was about 20 m, and it had a revolving middle band. A greenish light flashed under it, and the witness felt a rush of air and a pungent smell.","FS Jul., 59 (Vallee)"
Magonia_73,3/18/1950,1950-03-18,1830,"Lago Argentino, Argentina",Argentina,"A rancher, Wilfredo H. Arevalo, saw two objects, one of which landed. He walked within 150 m of the aluminum-looking craft which gave off a greenish-blue vapor and ""an intense smell of burning benzine."" A large, flat section on top was revolving above a glass cabin in which could be seen four tall men, dressed in something like cellophane, working at various instruments. They saw him and shone a light in his direction while a blue light illuminated the craft; the vapor increased and flames (alternately reddish and greenish) shot out of the base while the object rose with a faint hum. Both craft flew away toward Chile, leaving bluish trails.",Humanoids 32 (Vallee)
Magonia_74,4/1950,1950-04,,"Juneau, Alaska",United States,Mikel Konrad made a movie of eight disks he saw landing and taking off 60 km north of Jun.au.,Quincy (Vallee)
Magonia_75,4/8/1950,1950-04-08,0200,"Kokomo, Indiana",United States,"A metal worker was awakened by his dog and observed an object 60 m away at low altitude. It was a gray metal disk, 5 m in diameter, shaped like a top with a kind of turret. It was oscillating, spinning slowly, and had three portholes shining with a blue-white light. It hovered for about 2 min, left toward the north, very fast.",Atic (Vallee)
Magonia_76,4/8/1950,1950-04-08,afternoon,"River Road near Amarillo, Texas",United States,"David, 12, and Charles, 9, Lightfoot saw a disk land behind a hill and touched it. It was the size of a car tire, about 30 cm high, with a rounded top that rotated and a pivot between the base and the top. It took off very fast. The faces and arms of the boys later became red.",200 (Vallee)
Magonia_77,4/20/1950,1950-04-20,night,"Lufkin, Texas",United States,"Jack Robertson was driviug about 13 km west of town when he saw a round object about 3 m in diameter hovering about 7 m above him with a dull red glow. It took off with a ""swooshing roar"" as sparks flew from a slot under it. Minutes later the witness feIt a burning sensation on his face.","FS Jul., 59 (Vallee)"
Magonia_78,4/24/1950,1950-04-24,2200,"Abbiate Guazzone, Italy",Italy,"Bruno Facchini heard and saw sparks coming from a dark, hovering object, near which a man dressed in tight-fitting clothes and wearing a helmet seemed to be making repairs. Three other men were seen near the craft. When the work was finished, a trap through which light had been shining was closed and the thing took off. The witness had the time to note many details of the machine and its occupants.","FSR 63, 2; Magonia (Vallee)"
Magonia_79,5/7/1950,1950-05-07,1845,"Ely, Nevada",United States,"A couple and their grandson were returning from a picnic when, about 14 km south of Ely, they saw a silvery-white object at treetop level. It hovered for 10 min, then oscillated ""as if attempting to rise"" and suddenly flew out of sight at high speed.",Atic (Vallee)
Magonia_80,7/2/1950,1950-07-02,,"Steep Rock Lake, Canada",Canada,"In a story strangely similar to that of Mr. Kiehl (Aug., 1914) (Case 40) a man and his wife saw a double saucer with portholes and a rotating antenna come to rest on the surface of the lake. Ten figures, 1.20 m tall, dressed in shiny clothing, emerged and walked on deck like robots ""changing direction without turning their bodies."" Their faces could not be seen. One of them wore a red cap, had darker arms and legs and ""seemed to be their chief."" They immersed a hose in the lake, then took off. Fishermen later reported a green moss forming on the lake.",Wilkins U (Vallee)
Magonia_81,7/20/1950,1950-07-20,,"Porto Novo, Brazil",Brazil,"Mr. Campello and several others in a car saw two large, silvery objects by the side of the road, one on a hillock, the other on flat ground, about 50 m away from each other. They came within 600 m of the objects, which went away at ""an incredible speed,"" causing a rush of air that rocked the car.",SBEDV 30 (Vallee)
Magonia_82,6/19/1951,1951-06-19,1200,"Sonderborg, Denmark",Denmark,"Joseph Matiszewski, a mechanic, heard a whistling sound and saw an object land in a meadow. Approaching within 50 m, he found himself paralyzed and observed that birds had stopped singing and cows seemed to be similarly unable to move. From the object emerged four handsome men who had brown skin and wore black shiny suits and translucent helmets. Eight objects also emerged from the craft and hovered above it. Other men inside the craft and on its deck appeared to be making repairs, then the objects flew to about 100 m altitude and climbed rapidly out of sight. Only then did the paralysis subside.","Nachrichten May., 59 (Vallee)"
Magonia_83,9/1951,1951-09,,Central Australia,,"A group of Unmatjera aborigines observed a shiny circular object land near a similar craft, about 12 m in diameter. Several min later, a dwarf dressed in a shiny suit and having ""a round, shiny head"" came out of one craft and entered the other; both took off with a buzzing sound.",Edwards 93 (Vallee)
Magonia_84,10/26/1951,1951-10-26,0400,Australia,Australia,"The driver of a transcontinental train on the east-west line saw an object that illuminated the countryside like the full moon. It flew very fast, came close to the train, appeared ready to land in the desert, then took off and disappeared.",Wilkins A 249 (Vallee)
Magonia_85,11/2/1951,1951-11-02,2300,"Mojave, California",United States,"Two forest observers were in a canyon 50 km north of the Mojave when they saw a disk-shaped flying object in the southwest; 10 m estimated diameter, 3 m thick, blue-green, well-defined, surrounded with a glow of same color. Stopping their jeep, they signaled to the object, which approached within a few meters, flew away, seemed to play with them. Eventually it vanished ""like a magician's trick.""",Atic (Vallee)
Magonia_86,12/1951,1951-12,0300,"Peru, Nebraska",United States,"A man from Lincoln was driving to Indiana when he saw a blue light in the northwest sky. It vanished to the southeast. The witness missed a turn, had to go back toward Auburn, and had reached a point northwest of Peru when he saw an orange glow in the sky. Coming near, he observed the glow came from a cauldron-shaped object on the ground, about 12 m from the road. He stopped to examine the object, which measured about 10 m diameter and seemed to be made of cast iron. Thirty cm from the top was a row of windows, 25 cm in diameter, from which the orange light was coming. On the other side was a blue flamelike glow. There was no noise, no sign of life or activity, and no antenna or protrusion. The witness drove away.",Atic (Vallee)
Magonia_87,12/1951,1951-12,,"Red Springs, North Carolina",United States,Sam Coley and his two children saw an object with a human-looking occupant.,Humanoids 52 (Vallee)
