source_id,date_raw,date_parsed,time,location,country,description,references
Magonia_679,8/14/1965,1965-08-14,0200,"Stranraer, Scotland",United Kingdom,"Patrick Nash and his family were awaiting a ferry boat when a brilliant, orange-red object shaped like a large soup plate appeared 50 m away, rose from the ground, flew low over the car, landed 20m away on the other side, vanishing suddenly.","FSR 65,6 (Vallee)"
Magonia_680,8/15/1965,1965-08-15,0200,"Nablus, Jordan",Jordan,"A guard saw a boatlike object flying at high speed, with red flames on its sides. It circled and came low over a farm. In fear, the man fired at it with his rifle.","FSR 66, 1 (Vallee)"
Magonia_681,8/15/1965,1965-08-15,2300,"Salto, Uruguay",Uruguay,"Five persons in a car heard a humming sound, and an object with changing colored lights landed and blocked the road while the car engine stalled. The object was as wide as the road, and 3 m high. Before it took off, three human beings were seen inside.",Humanoids 42 (Vallee)
Magonia_682,8/20/1965,1965-08-20,0300,"Mount Airy, North Carolina",United States,"Mrs. T. E. Schumaker was awakened by a loud humming sound and found she could not speak or move for a while. When she finally reached her window, she saw a vertical, cigarshaped, luminous object. It moved right and left, then back, etc. Ultimately it disappeared behind some trees. The next morning a circle of crushed grass, 4 m in diameter, was found in the yard.","FSR 66,2 (Vallee)"
Magonia_683,8/20/1965,1965-08-20,1150,"Cuzco, Peru",Peru,"Several tourists, including Alberto Ugarte and Elwin Voter, observed a strange craft landing near the Inca ruins that they were visiting. Two creatures described as luminous dwarfs, who seemed to have ""vertical mouths,"" were seen briefly.",Humanoids 43 (Vallee)
Magonia_684,8/20/1965,1965-08-20,1820,"Cherry Creek, New York",United States,"Four students working on a farm noted radio interference and a peculiar ""beeping sound,"" then saw an object at low altitude on the farm of William Butcher. It was shaped like two saucers glued together, had a shiny chromelike surface, diameter of 15 m, height of 6 m, and left a trail and smell of burned gasoline. It rose straight up into the clouds, which were illuminated with green light. Five min later it came down again over a woods, rose, and finally flew off to the southwest. Effects were noted on animals: milk production decreased from 2 1/2 barrels to one; a dog barked, and other animals were terrified.",Atic (Vallee)
Magonia_685,8/20/1965,1965-08-20,2300,"Mar del Plata, Argentina",Argentina,"Mr. and Mrs. Yacobi heard a loud humming sound and saw a glowing, oval, flashing object land 200 m away. Figures moved around it, as if examining the craft, which took off again.",Humanoids 42 (Vallee)
Magonia_686,8/21/1965,1965-08-21,1530,"Bury's Bridge, Eire",,"A man was repairing the broken chain of his motorbike when an object shaped like a top, gray, spinning, 1.8 m high, same diameter, suddenly appeared 5 m away, 1.5 m above the road. It shot off toward the northeast.","FSR 65,6 (Vallee)"
Magonia_687,8/23/1965,1965-08-23,0100,"Apostoles, Argentina",Argentina,"Casimiro Zuk was riding his bicycle near a railroad crossing when he saw a luminous object above him that circled, then landed near the tracks. It was round, 5 m in diameter, and 2.5 m high. A door opened, and a man dressed like a pilot emerged, walked around, and reentered the object, which flew off in a spiral.",158 (Vallee)
Magonia_688,8/25/1965,1965-08-25,0300,"Terreon, Mexico",Mexico,"Zoilo Campos Aguilar observed an object very close to the ground for 38 min. It was semi-oval, with a powerful yellow-orange light and left rapidly toward the south with a double trail. Apparent diameter was that of the full moon. The witness was a night watchman.",Binder (Vallee)
Magonia_689,8/25/1965,1965-08-25,1010,"Callao, Peru",Peru,"A red object shaped like a plate, emittting fire and smoke through two openings in its lower section, shook a school building as it allegedly landed on the roof. Faculty and students at the Santa Leonor College observed the craft, which had two antennae on top, rise spinning and emitting red light beams It flew off to the northeast.","FSR 67, 6 (Vallee)"
Magonia_690,8/30/1965,1965-08-30,,"La Blanquilla, Venezuela",Venezuela,"A spinning, top-shaped object with openings through which an orange light was visible was observed taking off with a ""foggy"" trail.","APRO Jan., 66 (Vallee)"
Magonia_691,9/1/1965,1965-09-01,0500,"Huanuco, Peru",Peru,"A worker observed the landing of an oval object on an airfield where he had gone ""drawn by a strange feeling."" Four other persons also saw the object, from which a dwarfish creature, 85 cm tall, emerged. The entity had a head double the size of a normal human head, and made gestures that were not understood. He reentered the machine, which became illuminated and took off, first vertically, then toward the west.",Personal (Vallee)
Magonia_692,9/3/1965,1965-09-03,0120,"San Justo, Argentina",Argentina,"J. Fernandez was awakened by a humming sound and saw a luminous, oval object rising from the roof of his house. Its color varied from white to red, and it left marks on the roof.",Humanoids 41 (Vallee)
Magonia_693,9/3/1965,1965-09-03,0200,"Exeter, New Hampshire",United States,"A young man and two Police officers observed five lights in a rigid configuration moving over a field, sometimes fluttering to low altitude with a falling-leaf motion. The lights illuminated the countryside and flashed in sequence.",Fuller (Vallee)
Magonia_694,9/3/1965,1965-09-03,evening,"Damon, Texas",United States,"Two Angleton sheriffs, McCoy and Robert Goode saw from their car a huge object 70 m long, 15 m high, with a bright, violet light at one end and a pale-blue light at the other. They stopped to watch it and saw the craft fly within 30 m, casting a huge shadow when it intercepted the moonlight. They felt a heat wave and drove away in fear, but returned to the site a second time, only to turn around when they found the object was still there. Goode had been bitten by an animal before the sighting, and his left index finger swelled and bled freely. After exposure to the light from the object, the pain was gone, and the wound cured unnaturally. Later that evening, two men found him at a restaurant and described the object in detail, adding he should keep future encounters to himself.","NICAP Aug.,65 (Vallee)"
Magonia_695,9/5/1965,1965-09-05,0500,"Santa Barbara, Peru",Peru,"Governor Sebastian Macha saw two dwarfish creatures, 80 cm tall, on the snow near Ceulacocha. They entered a craft, which left with a thundering noise.","FSR 66, 2 (Vallee)"
Magonia_696,9/7/1965,1965-09-07,2100,"San Joaquin, Peru",Peru,"More than 200 witnesses saw two objects come to ground level, leaving crater-like depressions.",Personal (Vallee)
Magonia_697,9/8/1965,1965-09-08,evening,"Alto Purus, Brazil",Brazil,"After work, latex collectors saw an object resembling a huge wheel, intensely bright, with two flaming openings in front, about to land near them. They went into hiding, and observed the craft as it flew away.",LDLN 84 (Vallee)
Magonia_698,9/8/1965,1965-09-08,2200,"Puno, Peru",Peru,"A child reported the observation of a luminous object from which seven creatures, 80 cm tall, with only one eye, emerged. The same day a newsman was said to have seen an object land in the vicinity of Puno, and to have made an unsuccesful attempt at communication.",Personal (Vallee)
Magonia_699,9/10/1965,1965-09-10,,"Jalapa, Mexico",Mexico,"Four persons saw a creature with glowing catlike eyes, dressed in black, walking in a street. The entity was holding a metallic tube, was pursued, and vanished suddenly.",159; Magonia (Vallee)
Magonia_700,9/10/1965,1965-09-10,,"Mexico City, Mexico",Mexico,"Three women were said to have observed a group of beings, 3 m tall, without noses or mouths with red, bright eyes, wearing gray clothing and boots. No object was described. Approximate date.",159 (Vallee)
Magonia_701,9/11/1965,1965-09-11,0800,"Guarulhos, Brazil",Brazil,"Antonio Pau Ferro saw two objects land. Two dwarfish beings emerged, 70 cm tall, dressed like humans, with ""ugly"" skin. They appeared to examine some tomato plants, reentered their craft, 6 m in diameter, and flew off. They spoke in a language which was not understood.",LDLN 84 (Vallee)
Magonia_702,9/15/1965,1965-09-15,2400,"Silverton, South Africa",South Africa,"Two policemen, John Lockem and Koos de Klerk, were on a patrol of the Pretoria-Bronkhorstspruit Road when their headlights illuminated a disk 10 m in diameter, copper-colored, resting on the road. Ten sec later it took off in a pool of flames, at high speed. The tar on the road kept burning for some time.",Humanoids 71 (Vallee)
Magonia_703,9/20/1965,1965-09-20,1630,"Pichaca, Peru",Peru,"A farm woman saw an object land, and six dwarfs, 80 cm tall, emerged from it. They wore very shiny white clothes and ""walked like ducks."" She hid during the observation, and noted that they spoke in a language she could not understand. After their departure, a liquid resembling vinegar was found on the ground.",Personal (Vallee)
Magonia_704,9/27/1965,1965-09-27,0815,"Fredonia, New York",United States,"Addie Jones, 61, saw a silvery object, 10 m in diameter, rise from a wooded area and hover silently before leaving toward the west. Under the object was a boxlike device. Distance to witness: 400 m. No light.",160 (Vallee)
Magonia_705,9/29/1965,1965-09-29,,"Arequipa, Peru",Peru,"Two men in a car, Julio L. de Romana and Antonio Chavez Bedoya, saw a strange being, 80 cm tall, by the side of the road. The creature had only one eye, and gold and silver stripes over its entire body. Soon afterward a craft flew over their car. Several persons living 20 km away also reported an unidentified object within min of this sighting.",Personal (Vallee)
Magonia_706,10/1/1965,1965-10-01,,"Aguas Blancas, Argentina",Argentina,"Three students, Santos Vallejos, Antonia Aparti, and Adela Sanchez, who were walking to General San Martin School, were attacked by small creatures with greenish skin. The children ran away, and arrived at the school in a state of terror.",CODOVNI (Vallee)
Magonia_707,10/4/1965,1965-10-04,,"Southington, Connecticut",United States,An object was said to have landed near Southington. No details.,NICAP (Vallee)
Magonia_708,10/4/1965,1965-10-04,evening,"Rio Vista, California",United States,"Betty Valine and her 12-yearold son Robbie observed a large, plate-shaped machine with a dome on top, inside which three creatures were clearly visible. The witnesses did not see the object touch down.","FSR 66, 3 (Vallee)"
Magonia_709,10/13/1965,1965-10-13,,"Minot, North Dakota",United States,"Two adolescent girls, Marg Gudajtes and Judy Norlock, saw a large, metallic, oval object with bluish lights land in a park at the edge of town. It had left by the time they returned with help. An oval area of crushed grass was observed.","FSR 66, 3 (Vallee)"
Magonia_710,10/18/1965,1965-10-18,,"Ponte Praia, Brazil",Brazil,"Thousands of persons saw a circular object that flew over the beach, circling. Later two witnesses saw it land in an isolated spot between Cuaranga and the Santos Air Base.",Ouranos 32; LDLN 84 (Vallee)
Magonia_711,10/22/1965,1965-10-22,,"Canhotinho, Brazil",Brazil,Approximate date. Jose Camilo Filho saw two creatures near a landed object.,LDLN 84 (Vallee)
Magonia_712,10/23/1965,1965-10-23,1915,"Long Prairie, Minnesota",United States,"James Townsend, 19, was driving on Highway 27 when his engine, lights, and radio stopped operating. He then observed an object 10 m tall, about 3 m in diameter, shaped somewhat like a rocket, sitting on fins on the road. Three creatures with ""tripod legs and matchstick arms,"" brownish-black in color, having no eyes or facial features, stood in a large, lighted circle under it, facing the witness for a few moments before disappearing in the intense light. The object rose straight up for 400 m, with a high-pitched humming sound, stopped and vanished. The car then resumed normal operation by itself.","FSR 66, 3 (Vallee)"
Magonia_713,10/30/1965,1965-10-30,night,"Pinhal, Brazil",Brazil,"Witnesses in a Volkswagen encountered a strong light on the road. A truck and another Volkswagen arrived and went near the object, which took off suddenly and flew over them. It was also observed by dozens of witnesses at the Pinhal Junction.","APRO Sep., 66 (Vallee)"
Magonia_714,11/1965,1965-11,dusk,"Broken Hill, Zambia",,"Eric Williams saw a large object, 30 m in diameter, 15 m high, about 75 m away. He reported seeing clearly a row of portholes illuminated with a greenish light.","FSR 66, 4 (Vallee)"
Magonia_715,11/9/1965,1965-11-09,dawn,"New York City, New York",United States,"During the great power blackout, actor Stuart Whitman was startled to hear a whistling sound outside his 12th floor window and to observe two hovering objects, one orange and the other blue giving off a luminescent light. He then heard an English message indicating that the blackout was a ""demonstration.""","FSR 66, 6 (Vallee)"
Magonia_716,11/13/1965,1965-11-13,,"Mogi-Guassu, Brazil",Brazil,"Dario Filho, his wife, his grandson, and a bank director saw an object land 100 m away, flashing a beam of light toward the sky. Two policemen on the scene also observed the incident. Near the object were two dwarfs. One of them wore coveralls, the other had a gray shirt and brown trousers. By what seemed an optical effect, a third being with a flat, squarish head, wearing something like a surgeon's apron, was also seen near them. The object and the creatures were very bright.","APRO Sep., 66 (Vallee)"
Magonia_717,11/16/1965,1965-11-16,,"Cyrus, Minnesota",United States,"T. Untiedt was driving on Highway 28 about 5 km west of Cyprus when he saw a red flourescent, cylindrical object with a cone on top, 4 km long and 2 m in diameter, surrounded with a white glow. The car slowed down as the observer was 400 km away from the object, which took off toward the northeast.","FSR 66, 6 (Vallee)"
Magonia_718,11/29/1965,1965-11-29,evening,"Springhill, Nova Scotia",,"Kevin Davis, 12, and Gary Jardine, 10, saw an object with a blinking red dome fly over the Cooper Creek area and come to ground level. They observed portholes and a long bar with fingerlike devices emerging from an opening. Snow was blown away and bushes were flattened.","NICAP Jan., 66 (Vallee)"
Magonia_719,12/16/1965,1965-12-16,,"Sauce Viejo, Argentina",Argentina,"A railroad worker, Cesar T. Gallardo, was surprised when his carbide lamp and his radio stopped working. He saw strange lights outside the sleeping coach where he was reading, and a luminous being whose legs were clad in shiny dark cloth came in, tore up his newspaper, poured the contents of an oil can into a small bottle and went away, leaving the witness amazed. Other people saw ""a luminous man"" walking along the tracks. Police report.","FSR 66, 1 (Vallee)"
Magonia_720,12/20/1965,1965-12-20,,"Herman, Minnesota",United States,"Edward Burnd, 15, was driving west in a farm truck when he saw an object 2 m above the road about 30 m away. As the engine died, the object glowed red and the witness lost consciousness. When he awoke, the truck was facing east and rested in a ditch.","FSR 66, 6 (Vallee)"
Magonia_721,1/7/1966,1966-01-07,15l7,"Wilmer, Alabama",United States,"A civilian had to stop his car when an object he first thought was a helicopter landed on the road about 5 km southwest of Georgetown. The craft was about 8 m in diameter, supported a cone with a flashing green light, made a loud whirring sound. It appeared to hover, then left at high speed. The witness could then restart his engine, which had died during the close approach. Sulphur or a ""rotten egg"" smell was noted.",Atic (Vallee)
Magonia_722,1/16/1966,1966-01-16,0400,"Bolazec, France",France,"On the Morlaix-Callac Road, 23-year-old Eugene Coquil was driving his Renault Dauphine when he saw headlights in a field and observed an object come over his car and land on the other side of the road. It was square with four vertical lights resembling lamps. The witness drove away and did not see the object leave.",Personal; 161 (Vallee)
Magonia_723,1/19/1966,1966-01-19,0900,"Horseshoe Lagoon, near Tully, Australia",Australia,"George Pedley, 27, was driving his tractor when he heard a high-pitched sound and saw a strange gray-blue craft, 8 m in diameter, 3 m high, rise from the lagoon 25 m away. It was spinning like a top, rose to 20 m, and flew to the southwest on a fast, oblique course. Flattened reeds were found in several places.","FSR 66,2; Magonia (Vallee)"
Magonia_724,1/29/1966,1966-01-29,0010,"Rexburg, Idaho",United States,"Two civilians returning from a sporting event observed what they first thought was the moon. After driving for about 1 km, they saw that it was a flat, well-defined object, which had blocked the road. The object was the size of a truck and cast an intense yellow-orange light on the ground. The witnesses turned around and drove back to Rexburg.",Atic (Vallee)
Magonia_725,2/6/1966,1966-02-06,2000,"Aluche, Spain",Spain,"Vicente Ortuno and another man observed a bright orange disk, about 11 m in diameter, with three legs, which came down, landed, and took off again at high speed on the ""El Relajal"" estate.","FSR 63, 3 (Vallee)"
Magonia_726,2/16/1966,1966-02-16,2030,"Brunswick Naval Air Station, Maine",United States,"A luminous object was said to have landed in the woods. It showed flashing red, blue, and green lights. A second object was later seen to join the first one.",Atic (Vallee)
Magonia_727,2/26/1966,1966-02-26,,"Hanna City, Illinois",United States,"A civilian witness was driving 8 km east of Farmington when a flying oval object, the size of a car, came within 3 m of him, then circled twice and left toward the north. It emitted a bright red glow, supported a sort of dome with a green light on top, produced radio interference, and made a strange ""signallike noise.""",Atic (Vallee)
Magonia_728,3/3/1966,1966-03-03,1920,"Oswego, New York",United States,"Several civilians reported an object that flew slowly toward the south, hovered, came within 15 m of them, and finally flew off toward the southwest.",Atic (Vallee)
Magonia_729,3/17/1966,1966-03-17,,"Harrow, Canada",Canada,"Mr. Ward saw an object 12 m in diameter and 7 m high, emitting a pulsating white light, in a field. It had a revolving section with portholes.","FS Aug., 66 (Vallee)"
Magonia_730,3/17/1966,1966-03-17,0000,"Milan, Michigan",United States,"A police officer observed an object in the southwest. He thought it was a plane about to crash, although no sound was audible. He tried to contact the police headquarters, but his radio transmitter did not work properly. The object, which now colored lights spinning at the periphery, and a diameter of 16 m, came within 25 m of the patrol car, following it for 1 km, then flew off toward the northwest. The witness had been a policeman for 10 years, and had never seen anything like that object.",Atic (Vallee)
Magonia_731,3/20/1966,1966-03-20,2000,"Dexter, Michigan",United States,"Frank Mannor and his son, Ronald, saw a luminous object hovering over a swamp. It was described as brown, with a ""scaly"" surface, coneshaped, and showing bluish lights that turned red. Then the whole object lighted up with a yellowish glow and flew away at high speed with a whistling sound.",Atic (Vallee)
Magonia_732,3/21/1966,1966-03-21,,"Hillsdale, Michigan",United States,"William Van Horn, Civil Defense Director, and a group of students observed a pattern of lights on the ground. The source of the light appeared to manuever for about two hours.",Atic (Vallee)
Magonia_733,3/23/1966,1966-03-23,,"Fort Pierce, Florida",United States,"Two young men were walking through a wooded area when they saw a bright object that they thought was a balloon covered with fluorescent paint but it became so intensely bright that they could not look directly at it. As they walked closer, it exploded, leaving no trace.",Atic (Vallee)
Magonia_734,3/23/1966,1966-03-23,0505,"Temple, Oklahoma",United States,"An electronics instructor, who was driving to work at a local Air Force Base, observed an object blocking the road. It was shaped like an airplane fuselage, 25 m long, with a ""bubble"" on top resembling the canopy on a B-26, rested on legs, and had very bright aft and forward lights. There was a door and a short stairway to the side of the object, and a man in coveralls appeared to be examining the craft which bore the identification ""TL 4768"" (see case 417). When the witness approached, the ""pilot"" went back inside, a sound resembling that of a highspeed drill was heard, and the object rose. No engine was observed. The witness was familiar with all conventional military aircraft.",Atic; Magonia (Vallee)
Magonia_735,3/24/1966,1966-03-24,2215,"Sheboygan, Wisconsin",United States,"Two women saw a glowing object on the road. As they came near it, they found that it hovered and showed two intense white lights, as well as a green and red light. The object was bowlshaped, and they lost sight of it when they drove away. They saw it again later, flying low on a southnorth trajectory.",Atic (Vallee)
Magonia_736,3/25/1966,1966-03-25,,"Bangor, Maine",United States,"John King, 22, working with the Bangor Police Department, suddenly saw above him a very bright object with a dark underside. He fired at it four times, hearing the bullets hit a metal surface as the object flew off.",LDLN 84 (Vallee)
Magonia_737,3/26/1966,1966-03-26,,"Attigneville, France",France,"Jean Voilquin, 54, saw a strange ""wheel"" roll 15 m away at a speed of about 30 km/h. It was about 80 cm in diameter, 25 cm thick; it rolled away and vanished.",LDLN; GEPA 8 (Vallee)
Magonia_738,3/26/1966,1966-03-26,2400,"Texahoma, Oklahoma",United States,"Two civilian women were driving back from Amarillo when they saw an object aproaching from the north. The engine died and the headlights failed. The object flew over the car and hovered 400 m away. After 10 min, the witnesses were able to start their car and leave. They reported the object had a wafflelike surface and glowed with an intense red light.",Atic (Vallee)
Magonia_739,3/28/1966,1966-03-28,2000,"Fayetteville, Tennessee",United States,"A man driving at a speed of about 100 km/h suddenly encountered a large lighted object 1 m above the road on a hilltop. It flew off, as the car engine and headlights died. The light bulbs had to be replaced. The object was oval, 7 m long, dark gray, and showed about 30 lights along its periphery.",Atic (Vallee)
Magonia_740,3/30/1966,1966-03-30,,"Pecos, Texas",United States,An elongated object about 30 m long and 9 m high was reported to have landed near a highway for 5 min.,"NICAP Mar., 66 (Vallee)"
Magonia_741,3/30/1966,1966-03-30,2035,"Lexisburg, Indiana",United States,"A civilian woman and her four children observed an oval object crossing the road as they were driving south about 15 km north of Lexisburg. It came close to the car, and a pulsating sound was heard, increasing in frequency as the object came nearer, but it seemed to come through the car radio rather than directly from the object. The witness drove away in fear, but was followed for 13 km by the object, whose color suddenly changed from reddishorange to bluish-white before accelerating out of sight.",Atic (Vallee)
Magonia_742,3/30/1966,1966-03-30,2200,"Mansfield, Ohio",United States,"An anonymous witness saw a round object with two lights land near the Ohio State University campus. A door opened and a very thin, child-sized figure was seen. The object then began to move torward the witness's car and rose rapidly.","Gribble Jun., 66 (Vallee)"
Magonia_743,3/31/1966,1966-03-31,0200,"Vicksburg, Michigan",United States,"A man driving home saw lights on the road and discovered a gray,lens-shaped object hovering at 1 m altitude. It had one intense white light and three colored flashing lights. Driving within 2 m of it, he became afraid and backed up, but the object suddenly flew over and behind him. A noise similar to that of a swarm of bees was audible. It left at high speed toward the east.",Personal (Vallee)
Magonia_744,3/31/1966,1966-03-31,0600,"San Francisco, California",United States,"Two women observed a large object with a pulsating bluish light on top, an orange light below, windows, and antennae, resting in a construction area. Silhouettes could be seen moving inside, one of them gesturing as the craft took off.","Gribble Jun., 6 (Vallee)"
Magonia_745,3/31/1966,1966-03-31,2115,"Hamilton, Canada",Canada,"Charles Kozens, 13, saw two objects, 2.5 m long, 1.2 m high, with flashing lights, land near Hamilton. When he tried to touch an antenna on one of the objects, he received an electric shock.","FSR 66, 4 (Vallee)"
Magonia_746,4/1/1966,1966-04-01,2240,"Tangier, Oklahoma",United States,"A civilian man, 34, was driving about 10 km south of Tangier when he reached a hilltop and saw a green object flying north at very high speed, emitting a shrieking noise and a ""heat wave."" The car engine died. The witness noted that the object was wider than the road.",Atic (Vallee)
Magonia_747,4/1/1966,1966-04-01,2400,"Liberty, Missouri",United States,"Darlene Underwood and her mother saw two starlike objects land in a field. One of them rose rapidly when a train came into view. It went behind a hill, while the second one hovered at tree height with its lights off. When the train had passed, both objects landed again and two manlike shadows were seen. Voices shouting in a foreign language and what sounded like a pig being butchered were heard. Light signals.","IIR May., 66 (Vallee)"
Magonia_748,4/4/1966,1966-04-04,0605,"Hague, Florida",United States,"A civilian man, 40, saw an object resting on the ground as he was going to work, less than 2 km southeast of Hague. It was an elongated craft, 2 m long, 70 cm high. When he tried to touch it, the craft left at great speed toward the west. It had six openings, 10 cm in diameter, and made a ""turbine"" noise so loud that the witness had to put his hands over his ears. After going away for a few meters, it vanished suddenly. Rain was falling throughout the observation, which lasted four min.",Atic (Vallee)
Magonia_749,4/5/1966,1966-04-05,,"Wycheproof, Australia",Australia,"R. Sullivan was driving toward Maryborough when his headlight beams appeared to ""bend"" to the right. He then observed a vertical, conical beam of light in a nearby field, very white at ground level and rainbowlike up to an altitude of 7 m. Top and bottom diameters: 3 and 1 m respectively. The object producing the light flew away.","APRO May., 66 (Vallee)"
Magonia_750,4/5/1966,1966-04-05,0130,"Durhamville, New York",United States,"A woman was awakened by a flash, thought her heater had exploded, but found everything in order. The next day she was told that a pulsating, luminous object had flown at very low altitude over her trailer, circled and left. Three witnoises. Low buzzing sound.",Binder (Vallee)
Magonia_751,4/5/1966,1966-04-05,0300,"Lycoming, New York",United States,"A civilian woman, 42, went to get a glass of water in her kitchen and saw a spinning object, 3 m in diameter, 6 m above ground near her house. It departed very suddenly, leaving a trail.",Atic (Vallee)
Magonia_752,4/5/1966,1966-04-05,1900,"Kittery, Maine",United States,"A landed object was observed through binoculars by four persons. It took off, hovered for a while, and left.",Atic (Vallee)
Magonia_753,4/5/1966,1966-04-05,2400,"Alto, Tennessee",United States,"Two civilian men stopped to watch an object hovering above a swamp, tried to follow it, but it flew awav. They observed that animals (cows, dogs, horses) were restless in all the areas that the object crossed. A photographic reconstitution by the U.S. Air Force showed an oval object, 30 m long, flying at 5 m altitude, between a high-tension line and a row of trees.",Atic (Vallee)
Magonia_754,4/7/1966,1966-04-07,2130,"Daniels Park, Colorado",United States,"Six teenagers reported strange lights following their car as they left the site of a picnic in a state of extreme fear. An unknown man, 2.20 m tall, wearing black clothes, had been seen passing in front of the shelter entrance and walking on the roof.",Personal (Vallee)
Magonia_755,4/8/1966,1966-04-08,0805,"Norwalk, Connecticut",United States,"Mike Dorsey and Gary Hunt, 12 were walking to school when they saw a circling object making the sound of humming bees. They ran for cover, trying to stop a car. The craft resembled an upside-down plate, very smooth, apparently metallic, with a black spot near the rim, a red light and an antennalike projection, and red and white lights spinning counterclockwise. Diameter2.5 m, height, 1.5 m. Minimum altitude was 2 m, held for 5 min, with a slight rocking motion. The object then took off at great speed.",Lor. III 108 (Vallee)
Magonia_756,4/11/1966,1966-04-11,0000,"Greensburg, Pennsylvania",United States,"A civilian man, 43, saw a well-defined object 5 m above ground, 100 m away. It showed a flashing red light, rose, was lost in the fog, then came back at treetop level with a strong whistling sound. Its shape was that of a cigar, 15 m long. It had no wings, tail assembly, or wheels.",Atic (Vallee)
Magonia_757,4/12/1966,1966-04-12,1945,"Dorchester, Massachusetts",United States,"During a power failure many residents, including Robert Moses and Robert McCambly, saw an oval object with a dome on top and lights (red to white to green) around the bottom, which appeared to land on the roof of the Oliver Wendelle Holmes grammar school after a series of maneuvers.","FSR 66, 4 (Vallee)"
Magonia_758,4/17/1966,1966-04-17,,"Millersville, Texas",United States,"A person in a car saw an oval object the size of a car follow his vehicle, then cross the road behind it at 5 m altitude. The object reflected sunlight.",Atic (Vallee)
Magonia_759,4/18/1966,1966-04-18,2210,"Battle Creek, Michigan",United States,"An egg-shaped object, 25 m long, 5 m high, gray-colored, was observed from a distance of 25 m by a 42-year-old witness driving a car. The object supported a cockpit with windows and three rows of lights, emitted red flames, and made the same noise as a heavy truck on wet pavement. The object followed the car for some time.",Atic (Vallee)
Magonia_760,4/19/1966,1966-04-19,2200,"Bellingham, Massachusetts",United States,"Two women saw a cigar-shaped object, with bright, red lights at both ends, flying erratically. It made a whistling sound when moving, was silent when hovering. Minimum distance: 100 m, length, 20 m. The lights began flashing and the object went down behind some trees when five planes and a helicopter came over the area. Two of the aircraft circled the location, then flew on. The whistling sound was again heard, but the object was not seen after the departure of the planes.",Personal (Vallee)
Magonia_761,4/19/1966,1966-04-19,2245,"Peabody, Massachusetts",United States,"A man saw what he thought was a crashing plane, then observed it was oval, had white, red, and green lights, flew low over him, circled, came down with pendulum motion, and appeared to land on Route 114. At midnight, two men driving along that route saw a beam sweep the road, stopped, and saw the object in a field. It was a disk with a white, a green, and three red lights. The two reports were independent.",Personal (Vallee)
Magonia_762,4/22/1966,1966-04-22,1530,"Bagley, Minnesota",United States,"Several people were said to have observed an object fly at low altitude and land outside Bagley. Four dwarfs seemed to make repairs, then the craft flew away.","FS Mar., 67 (Vallee)"
Magonia_763,4/22/1966,1966-04-22,2100,"Beverly, Massachusetts",United States,"A child saw a blinding, multicolored source of light making a buzzing sound as it flew over the road 15 m away from the house. It seemed to land in a field near the school. Three adults came out to calm the child and also saw the object circling and hovering. They called the police. Two officers arrived and saw the object appearing to ""dance"" with two other craft. All witnesses then observed the arrival of one helicopter and two aircraft, as the remaining object flew away to the southwest. Police described the object as plate-shaped when stationary above the school building. TV reception was blurred throughout the observation.",Personal (Vallee)
Magonia_764,4/24/1966,1966-04-24,0330,"Pedernales River, Texas",United States,"Tom M. Lasseter, architect, was camping near the river when he was awakened by a fluttering sound and observed a glowing white disk, 7 m in diameter, at treetop level 60 m away. It had a row of lights.","NICAP May., 66 (Vallee)"
Magonia_765,4/24/1966,1966-04-24,1810,"Ashby, Massachusetts",United States,"Two men saw an object dive within 30 m of their car. It was silent, had a bright blue light on top, suddenly accelerated, and was lost to sight toward Mt. Watatic.",Atic (Vallee)
Magonia_766,4/26/1966,1966-04-26,2330,"Follansbee, West Virginia",United States,"A young man saw a silent object shaped like two bowls glued together, 30 m altitude, ahead of his car. Estimated diameter: 10 m. He drove away without looking behind.",Atic (Vallee)
Magonia_767,5/10/1966,1966-05-10,1652,"Marisela Caracas, Venezuela",Venezuela,"A man observed the landing of an oval object and two beings, who ame out of the object through a system of light beams. They used strange instruments to examine a number of objects, especially plants. They were 2 m tall, had oversized heads, appeared bright and ""transparent."" Their eyes were slanted, their shoulders very broad. They wore no apparent weapon, but their belts were very wide and emitted light rays. They did not touch anything without first illuminating it with these beams. They went back aboard their craft ""as if carried by the light.""",Personal (Vallee)
Magonia_768,5/10/1966,1966-05-10,2200,"Atafona Campos, Brazil",Brazil,"Approximate date. The crowd at a movie projection panicked, thinking it was an earthquake, as an unknown object exploded. According to police, a sulphurous odor and a trace 25 cm deep, 35 cm wide, were noted at the site.",LDLN 84 (Vallee)
Magonia_769,5/16/1966,1966-05-16,,"Cordoba, Spain",Spain,"Manuel Hernandez was coming back from the fields near Cordoba when he saw a disk-shaped object land 100 m away. Small beings resembling ""green birds"" came out for a few instants, then took off again.",162 (Vallee)
Magonia_770,6/3/1966,1966-06-03,2145,"West Point City, Pennsylvania",United States,"Two witnesses observed a stationary object 3 m above ground. It had a diameter of 7 m, lights on top and bottom and smaller lights at the rim. It flew away very fast to the east.",Personal (Vallee)
Magonia_771,6/8/1966,1966-06-08,0645,"Sandusky Road, Ohio",United States,"A civilian man, 43, driving west between Kansas and Toledo, saw an object appear out of nowhere. It was cigar-shaped, bright metallic, and flew low to the northeast. Minimum distance: 30 m. The object was completely silent, and the size of an airliner.",Atic (Vallee)
